epoch,acc,loss,val_acc,val_loss
57,0.66985965,0.8977467539899339,0.60685426,1.1069484933217366
58,0.66815287,0.8948240481705546,0.6269156,1.0240811298953163
59,0.66978997,0.8960699885279089,0.63053775,1.0387669751379225
60,0.6872061,0.8447682901881092,0.6471162,0.9806309474839104
61,0.6962625,0.8257550796357445,0.65045977,0.9732291188504961
62,0.6980738,0.8211843469573178,0.6480914,0.978894778225157
63,0.70061654,0.8156045754836384,0.6489273,0.9724656580554114
64,0.70009404,0.816131058884554,0.6494845,0.9750907564163208
65,0.700303,0.8137637290416779,0.6494845,0.9724461054801941
66,0.69957155,0.8123112118868266,0.65059906,0.9710582478841145
67,0.7020098,0.8099285108637272,0.64641964,0.9700736538569132
68,0.70218396,0.8048679052749487,0.6493452,0.9771706914901733
69,0.70009404,0.8065678991013765,0.65059906,0.9768193750911289
70,0.7019402,0.8002795412679207,0.65157425,0.9698627738157908
71,0.70110416,0.803009126377295,0.6485093,0.9751842497454749
72,0.70643353,0.7967307035994176,0.64837,0.9767596877945794
73,0.70260197,0.8007499275712775,0.6492059,0.9771380229791006
74,0.7045526,0.7959387036524885,0.6485093,0.9801428373654684
75,0.7070605,0.7986538714698009,0.6519922,0.9753826797008515
76,0.707165,0.7927394801162121,0.6479521,0.9742161002424028
77,0.70625937,0.7935361980762828,0.6493452,0.9762316970030467
78,0.71120554,0.7888087247945974,0.6479521,0.9803027237786187
79,0.70110416,0.7966427962572133,0.6485093,0.9752496773666806
80,0.70848864,0.7910276160680653,0.6503204,0.9780025339126587
81,0.70807064,0.7923472810428532,0.65087765,0.9768488020367092
82,0.7062245,0.7908080008650794,0.6469769,0.9796931759516398
83,0.7084538,0.7876533468332513,0.6496239,0.9748760676383972
84,0.7112752,0.7835960091084264,0.65157425,0.9728714377350277
85,0.71232015,0.7812624776424412,0.65059906,0.9727523405022092
86,0.71117073,0.7850613454349977,0.651017,0.9723326583703359
87,0.70848864,0.7847545162720999,0.64976317,0.9735359050167931
88,0.7140966,0.7831605580031691,0.65143496,0.9726568183634017
89,0.7110314,0.7870529862281326,0.6500418,0.9726324444346958
90,0.7110314,0.7817413026401502,0.65157425,0.972365769677692
91,0.7097774,0.7818682883354584,0.65143496,0.9738937589857314
92,0.7093943,0.7829874894197029,0.6511563,0.9727622989813487
93,0.7103347,0.7830642253433493,0.64990246,0.9738611430592007
94,0.71636075,0.7740340019948696,0.6493452,0.9743241206804911
95,0.7103347,0.7825385570077671,0.6496239,0.9742072910732693
96,0.7129123,0.7787417833357214,0.651017,0.9742112056414286
97,0.71151906,0.7780069108500809,0.64976317,0.9741326753298442
98,0.713609,0.7779670203590373,0.65045977,0.973631382783254
99,0.71225053,0.7772748466901485,0.6501811,0.9739502447181277
